Category,Sub-Category,Dept,Course #,Title,Semester,Credit,Faculty,Crosslists
Common Curriculum,Engineering Distribution,ENGRD,2211,Thermodynamics,"Fall, Summer",4,Fall: E. Fisher; Summer: Staff,(crosslisted) MAE 2211
